Commune,Region,Departement,Nom_monument,Siecle,Latitude,Longitude;
Pressignac-Vicq,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de la Nativite,12e siecle,44.894807, 0.726277;
Meyrals,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Eutrope,12e siecle,44.8991005328, 1.06421193867;
Saint-Front-sur-Nizonne,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Front,12e siecle,45.473272, 0.62537;
Molieres,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean,12e siecle,44.814593, 0.82282;
Perigueux,Nouvelle-Aquitaine,Dordogne,Cathedrale Saint-Front,12e siecle,45.193338, 0.71097;
Belves,Nouvelle-Aquitaine,Dordogne,Manoir de Pech Godou,12e siecle,44.7529317849, 1.01053911096;
Coulounieix-Chamiers,Nouvelle-Aquitaine,Dordogne,Maison denommee Maladrerie ou Maison des Anglais,12e siecle,45.171944, 0.687004;
Saint-Privat-des-Pres,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Privat,12e siecle,45.214495, 0.204795;
Belves,Nouvelle-Aquitaine,Dordogne,Tour dite de l'Auditoire,12e siecle,44.7758039711, 1.00906673906;
Saint-Meard-de-Drone,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Meard,12e siecle,45.255067, 0.408562;
Sainte-Orse,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Ours,12e siecle,45.2040275832, 1.07529205907;
Saint-Vincent-Jalmoutiers,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Vincent,12e siecle,45.196372, 0.184604;
Lalinde,Nouvelle-Aquitaine,Dordogne,Porte des fortifications dite Porte Romaine,12e siecle,44.857664, 0.744065;
Festalemps,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,45.225854, 0.239821;
Baneuil,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Etienne,12e siecle,44.854396, 0.692832;
Chenaud,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-et-Saint-Paul,12e siecle,45.217991, 0.101965;
Chavagnac,Nouvelle-Aquitaine,Dordogne,Tour dite de Chavagnac,12e siecle,45.0883452202, 1.3731656587;
Saint-Paul-Lizonne,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre et Saint-Paul,12e siecle,45.317984, 0.284401;
Paulin,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,45.0025634691, 1.34787785142;
Saint-Martial-Viveyrol,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martial,12e siecle,45.358863, 0.338106;
Saint-Amand-de-Coly,Nouvelle-Aquitaine,Dordogne,Ancienne abbaye,12e siecle,45.063139828, 1.24798886737;
Saint-Leon-sur-Vezere,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Leonce,12e siecle,45.0098129464, 1.08812447071;
Teyjat,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,45.592231, 0.579403;
Paunat,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martial et abords,12e siecle,44.902493, 0.852962;
Sarlat-la-Caneda,Nouvelle-Aquitaine,Dordogne,Ancienne cathedrale Saint-Sacerdos,12e siecle,44.8887808837, 1.21709925619;
Issac,Nouvelle-Aquitaine,Dordogne,Chateau de Montreal,12e siecle,45.011285, 0.442649;
Vitrac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,44.8304092654, 1.22665196277;
Beynac-et-Cazenac,Nouvelle-Aquitaine,Dordogne,Eglise de Beynac,12e siecle,44.8400654008, 1.14466274015;
Velines,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,44.856536, 0.11391;
Vendoire,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de l'Assomption,12e siecle,45.41193, 0.291531;
Montrem,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,45.135254, 0.580866;
Saint-Genies,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de l'Assomption,12e siecle,44.9940777607, 1.25084826425;
Sainte-Foy-de-Belves,Nouvelle-Aquitaine,Dordogne,Eglise Sainte-Foy-de-Belves,12e siecle,44.7339095518, 1.0374791636;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Chateau de Tayac et ses dependances,12e siecle,44.9363503017, 1.01355974541;
Thenac,Nouvelle-Aquitaine,Dordogne,Prieure de Monbos,12e siecle,44.754026, 0.335189;
Tremolat,Nouvelle-Aquitaine,Dordogne,Ancienne eglise Saint-Hilaire,12e siecle,44.876518, 0.830323;
Saint-Genies,Nouvelle-Aquitaine,Dordogne,Ruines de l'ancien chateau,12e siecle,44.9944880479, 1.25148390663;
Leguillac-de-Cercles,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Maurice,12e siecle,45.401254, 0.514647;
Mayac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Saturnin,12e siecle,45.278101, 0.950711;
La Gonterie-Boulouneix,Nouvelle-Aquitaine,Dordogne,Eglise de Boulouneix,12e siecle,45.387674, 0.589483;
Comberanche-et-Epeluche,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean-Baptiste de Comberanche,12e siecle,45.278165, 0.283492;
Saint-Laurent-des-Hommes,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Laurent des Hommes,12e siecle,45.041607, 0.252047;
Marsac-sur-l'Isle,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Saturnin,12e siecle,45.182008, 0.649204;
Cenac-et-Saint-Julien,Nouvelle-Aquitaine,Dordogne,Eglise de Saint-Julien,12e siecle,44.8210578535, 1.17261271336;
Atur,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de l'Assomption,12e siecle,45.164715, 0.739951;
Cenac-et-Saint-Julien,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de la Nativite de Cenac,12e siecle,44.800488531, 1.19715777304;
Chateau-l'Eveque,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean-Baptiste de Preyssac-d'Agonac,12e siecle,45.25329, 0.687808;
Carsac-de-Gurson,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre de Carsac,12e siecle,44.944245, 0.100978;
Villamblard,Nouvelle-Aquitaine,Dordogne,Ruines du chateau Barriere,12e siecle,45.031592, 0.560196;
Condat-sur-Vezere,Nouvelle-Aquitaine,Dordogne,Ancienne commanderie,12e siecle,45.116700673, 1.2287456096;
La Dornac,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame,12e siecle,45.0821517133, 1.35948709203;
Mazeyrolles,Nouvelle-Aquitaine,Dordogne,Eglise d'Aigueparse,12e siecle,44.669391, 1.014275;
Jayac,Nouvelle-Aquitaine,Dordogne,Donjon,12e siecle,45.0307989367, 1.34509897873;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Chateau de Commarque,12e siecle,44.9418243829, 1.10181236329;
Saint-Estephe,Nouvelle-Aquitaine,Dordogne,Restes du prieure de Badeix,12e siecle,45.605727, 0.661049;
Badefols-d'Ans,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Vincent et Saint-Cloud,12e siecle,45.2302117849, 1.19599893644;
Saint-Pompont,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean-Baptiste,12e siecle,44.7263423639, 1.14579885782;
Saint-Jean-de-Cole,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean-Baptiste,12e siecle,45.413554, 0.835083;
Beynac-et-Cazenac,Nouvelle-Aquitaine,Dordogne,Chateau de Beynac,12e siecle,44.8403037971, 1.1453701567;
Busserolles,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martial,12e siecle,45.671837, 0.645941;
Allemans,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-aux-Liens,12e siecle,45.285349, 0.297003;
Abjat-sur-Bandiat,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Andre,12e siecle,45.584404, 0.765169;
Saint-Leon-sur-Vezere,Nouvelle-Aquitaine,Dordogne,Cimetiere,12e siecle,45.0104584869, 1.09340523424;
Besse,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,44.6683616434, 1.10681482814;
Le Bourdeix,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre et Saint-Paul,12e siecle,45.579328, 0.642455;
Riberac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre de Faye,12e siecle,45.241003, 0.339031;
Orliac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Matthieu,12e siecle,44.7165586376, 1.06835553988;
Ajat,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,45.1562178023, 1.01574863257;
Coubjours,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Antoine,12e siecle,45.2472245045, 1.25715819504;
Cercles,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Cybard,12e siecle,45.358604, 0.451057;
Nanteuil-Auriac-de-Bourzac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jacques,12e siecle,45.380346, 0.28757;
Sarlat-la-Caneda,Nouvelle-Aquitaine,Dordogne,Cimetiere Saint-Benoit enfeux et chapelle sepulcrale,12e siecle,44.8888481399, 1.2178823919 enfeux et chapelle sepulcrale,12e siecle,44.8888481399, 1.2178823919;
Beauronne,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de la Nativite,12e siecle,45.098772, 0.359078;
Fanlac,Nouvelle-Aquitaine,Dordogne,Eglise de la Decollation de Saint-Jean-Baptiste,12e siecle,45.0652341264, 1.09648839702;
Bussac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre et Saint-Paul,12e siecle,45.270387, 0.605206;
Conne-de-Labarde,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Laurent et Saint-Martin,12e siecle,44.782642, 0.555898;
Castels,Nouvelle-Aquitaine,Dordogne,Ancien prieure de Redon-Espic,12e siecle,44.874055393, 1.10472336606;
Bouzic,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Barthelemy,12e siecle,44.7272511486, 1.21986499603;
Beynac-et-Cazenac,Nouvelle-Aquitaine,Dordogne,Eglise de Cazenac,12e siecle,44.8595966772, 1.12425319347;
Pomport,Nouvelle-Aquitaine,Dordogne,Chapelle Saint-Mayme,12e siecle,44.797399, 0.414944;
Eyliac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,45.161489, 0.855442;
Saint-Sulpice-de-Mareuil,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Sulpice,12e siecle,45.467327, 0.505523;
Auriac-du-Perigord,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Etienne,12e siecle,45.1047716617, 1.1367437887;
Cherveix-Cubas,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martial-Laborie,12e siecle,45.2809947679, 1.10645006862;
Les Eyzies-de-Tayac-Sireuil,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin de Sireuil,12e siecle,44.9402466099, 1.07438409392;
Saint-Antoine-Cumond,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,45.256909, 0.201076;
Tamnies,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Cybard,12e siecle,44.964948555, 1.14850310916;
Siorac-de-Riberac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,45.183072, 0.347134;
Saint-Marcory,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Marcory,12e siecle,44.720183, 0.928342;
Saint-Romain-de-Monpazier,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Romain,12e siecle,44.720216, 0.88147;
Saint-Martin-le-Pin,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,45.553553, 0.633306;
Bouteilles-Saint-Sebastien,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens de Bouteilles,12e siecle,45.350492, 0.292688;
Salignac-Eyvignes,Nouvelle-Aquitaine,Dordogne,Chateau de Salignac,12e siecle,44.9747023054, 1.3265317874;
Saint-Avit-Senieur,Nouvelle-Aquitaine,Dordogne,Ancienne abbaye,12e siecle,44.77462, 0.817009;
Limeyrat,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Hilaire,12e siecle,45.165958, 0.974959;
Limeuil,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,44.891103, 0.89767;
Saint-Crepin-et-Carlucet,Nouvelle-Aquitaine,Dordogne,Eglise de Saint-Crepin,12e siecle,44.9586591864, 1.27816936756;
Florimont-Gaumier,Nouvelle-Aquitaine,Dordogne,Eglise de Florimont,12e siecle,44.6990523353, 1.24024806437;
Saint-Jean-d'Eyraud,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean-Baptiste,12e siecle,44.954626, 0.452877;
Sainte-Marie-de-Chignac,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de l'Assomption,12e siecle,45.121315, 0.841725;
Jayac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Julien,12e siecle,45.0308263967, 1.3444583543;
Sarlat-la-Caneda,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de Temniac,12e siecle,44.9109745195, 1.21463220392;
Chanterac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,45.170445, 0.433848;
Vanxains,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame,12e siecle,45.220311, 0.289321;
Audrix,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre,12e siecle,44.886172, 0.94538;
Cantillac,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de la Nativite,12e siecle,45.394541, 0.642629;
Beaupouyet,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de la Nativite,12e siecle,44.997612, 0.283773;
Veyrignac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,44.8320838612, 1.31003383381;
Saint-Capraise-d'Eymet,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Caprais,12e siecle,44.708521, 0.504247;
Bussiere-Badil,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de la Nativite,12e siecle,45.64532, 0.602119;
Chancelade,Nouvelle-Aquitaine,Dordogne,Ancienne abbaye de Chancelade,12e siecle,45.209543, 0.656268;
Saint-Hilaire-d'Estissac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Hilaire,12e siecle,45.012691, 0.497959;
Bourg-des-Maisons,Nouvelle-Aquitaine,Dordogne,Eglise Sainte-Marie,12e siecle,45.337853, 0.434868;
Peyzac-le-Moustier,Nouvelle-Aquitaine,Dordogne,Eglise du Moustier,12e siecle,44.9938154929, 1.05967918984;
Parcoul,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,45.201426, 0.055733;
Thiviers,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame de l'Assomption,12e siecle,45.428058, 0.907406;
Villefranche-du-Perigord,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Etienne des Landes,12e siecle,44.6340545137, 1.15073010379;
Saint-Sulpice-d'Excideuil,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Cesaire,12e siecle,45.3889805558, 1.00689998415;
Montagnac-d'Auberoche,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Marc,12e siecle,45.189993, 0.954569;
Saint-Pompont,Nouvelle-Aquitaine,Dordogne,Chateau de Mespoulet,12e siecle,44.713602, 1.138557;
Aubas,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Cyr et Sainte-Julitte,12e siecle,45.0818418521, 1.1912675638;
Archignac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Etienne,12e siecle,45.0110075075, 1.3126576255;
Saint-Martin-de-Gurson,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martin,12e siecle,44.960044, 0.11713;
Salignac-Eyvignes,Nouvelle-Aquitaine,Dordogne,Eglise Saint-loup d'Eybenes,12e siecle,44.932090559, 1.39855885951;
Valojoulx,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pantaleon,12e siecle,45.0189484172, 1.14312258285;
Saint-Geyrac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Cyr,12e siecle,45.069947, 0.905998;
Ajat,Nouvelle-Aquitaine,Dordogne,Eglise de Bauzens,12e siecle,45.1766663604, 1.04236589466;
Jaure,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Firmin,12e siecle,45.053771, 0.552229;
La Cassagne,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Barthelemy,12e siecle,45.0449325953, 1.31602742997;
La Cassagne,Nouvelle-Aquitaine,Dordogne,Ancienne grange dimiere,12e siecle,45.045335819, 1.31045513159;
Plazac,Nouvelle-Aquitaine,Dordogne,Chateau des Eveques et ancien cimetiere,12e siecle,45.0357182059, 1.04086834511;
Les Leches,Nouvelle-Aquitaine,Dordogne,Ancien prieure de Tresseroux,12e siecle,44.982583, 0.391928;
Vezac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Urbain,12e siecle,44.8351888322, 1.16533990908;
Sarlat-la-Caneda,Nouvelle-Aquitaine,Dordogne,Eglise de la Caneda,12e siecle,44.8580316634, 1.23721804548;
Calviac-en-Perigord,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pierre-es-Liens,12e siecle,44.8543554275, 1.33342814425;
Prats-du-Perigord,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Maurice de Prats,12e siecle,44.6918005067, 1.06615510904;
Tourtoirac,Nouvelle-Aquitaine,Dordogne,Ancienne abbaye Saint-Pierre,12e siecle,45.268087, 1.049938;
Champniers-et-Reilhac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Paul de Reilhac,12e siecle,45.673752, 0.724033;
Lempzours,Nouvelle-Aquitaine,Dordogne,Eglise Notre-Dame,12e siecle,45.355146, 0.822136;
Saint-Aulaye,Nouvelle-Aquitaine,Dordogne,Eglise Sainte-Eulalie,12e siecle,45.188608, 0.120274;
Meyrals,Nouvelle-Aquitaine,Dordogne,Chateau de la Roque,12e siecle,44.8827563268, 1.06397676294;
Saint-Vincent-de-Cosse,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Vincent,12e siecle,44.8366558811, 1.09975493256;
Sarlande,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Leger,12e siecle,45.43588, 1.117062;
Grolejac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Leger,12e siecle,44.8243959935, 1.28947068511;
La Chapelle-Gonaguet,Nouvelle-Aquitaine,Dordogne,Domaine du prieure de Merlande,12e siecle,45.230909, 0.620722;
Sergeac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Pantaleon,12e siecle,45.0025460689, 1.10571316909;
Saint-Martial-de-Valette,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Martial,12e siecle,45.514272, 0.632478;
Lusignac,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Eutrope,12e siecle,45.32782, 0.315641;
Saint-Nexans,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Jean-Baptiste,12e siecle,44.808717, 0.550156;
Saint-Laurent-sur-Manoire,Nouvelle-Aquitaine,Dordogne,Eglise Saint-Laurent,12e siecle,45.118888, 0.800447;
Fronsac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.9226265505, -0.272549908252;
Blesignac,Nouvelle-Aquitaine,Gironde,Eglise paroissiale Saint-Roch,12e siecle,44.7750428251, -0.258231094916;
Saint-Gervais,Nouvelle-Aquitaine,Gironde,Eglise Saint-Gervais,12e siecle,45.0180747078, -0.465407241938;
Budos,Nouvelle-Aquitaine,Gironde,Eglise Saint-Romain,12e siecle,44.5336973822, -0.384781828774;
Puisseguin,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,44.9230887693, -0.0732916009886;
Lamothe-Landerron,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.565192, 0.060212;
Sauternes,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre-es-Liens,12e siecle,44.5340751296, -0.342871822345;
Civrac-en-Medoc,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,45.3376522792, -0.89859109797;
Saint-Maixant,Nouvelle-Aquitaine,Gironde,Eglise Saint-Maixant,12e siecle,44.5771576471, -0.264630537024;
Cerons,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.6352375782, -0.332989451583;
Saint-Emilion,Nouvelle-Aquitaine,Gironde,Ancien Palais des Archeveques ou Palais Cardinal,12e siecle,44.8954781268, -0.154977616753;
Cissac-Medoc,Nouvelle-Aquitaine,Gironde,Eglise Notre-Dame,12e siecle,45.2264499344, -0.829734826444;
La Brede,Nouvelle-Aquitaine,Gironde,Eglise Saint-Jean d'Etampes,12e siecle,44.6816453091, -0.527150023705;
Montagne,Nouvelle-Aquitaine,Gironde,Eglise de Saint-Georges de Montagne,12e siecle,44.9272060422, -0.132485730327;
Castelviel,Nouvelle-Aquitaine,Gironde,Eglise Notre-Dame,12e siecle,44.667129312, -0.154194006529;
Naujan-et-Postiac,Nouvelle-Aquitaine,Gironde,Eglise paroissiale Saint-Pierre,12e siecle,44.7889861645, -0.180498646755;
Lados,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.4672790824, -0.14792608158;
Lugasson,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.7514586377, -0.160990699412;
Mourens,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.6481823579, -0.208470241962;
Daubeze,Nouvelle-Aquitaine,Gironde,Eglise Saint-Sulpice,12e siecle,44.712588617, -0.142035411586;
Saint-Morillon,Nouvelle-Aquitaine,Gironde,Eglise Saint-Maurille,12e siecle,44.6501917859, -0.502488669292;
Abzac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,45.0174429548, -0.127066385974;
Faleyras,Nouvelle-Aquitaine,Gironde,Eglise Saint-Gervais et Saint-Protais,12e siecle,44.7715157646, -0.225906402068;
Sainte-Florence,Nouvelle-Aquitaine,Gironde,Eglise Sainte-Florence,12e siecle,44.812082091, -0.0910572042388;
Galgon,Nouvelle-Aquitaine,Gironde,Eglise Saint-Seurin,12e siecle,44.991355372, -0.271635524935;
Macau,Nouvelle-Aquitaine,Gironde,Eglise Notre-Dame,12e siecle,45.0088772552, -0.612422260394;
Coirac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.6912860766, -0.165931685906;
Gardegan-et-Tourtirac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre de Tourtirac,12e siecle,44.8940425985, -0.0366238858042;
La Lande-de-Fronsac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,44.9791958475, -0.381838867168;
Goualade,Nouvelle-Aquitaine,Gironde,Eglise Saint-Antoine,12e siecle,44.3098304079, -0.146554351669;
Saint-Caprais-de-Bordeaux,Nouvelle-Aquitaine,Gironde,Eglise Saint-Caprais,12e siecle,44.7520646605, -0.435900134829;
Espiet,Nouvelle-Aquitaine,Gironde,Eglise Notre-Dame,12e siecle,44.8060930853, -0.26632031109;
Saint-Quentin-de-Baron,Nouvelle-Aquitaine,Gironde,Eglise Saint-Quentin,12e siecle,44.8173809894, -0.285967563689;
Arsac,Nouvelle-Aquitaine,Gironde,Eglise paroissiale Saint-Germain,12e siecle,44.9976547483, -0.688509837176;
Monprimblanc,Nouvelle-Aquitaine,Gironde,Eglise Saint-Jean-Baptiste,12e siecle,44.624824824, -0.271940816728;
Frontenac,Nouvelle-Aquitaine,Gironde,Ancienne eglise Sainte-Presentine,12e siecle,44.7161987473, -0.152573923175;
Floirac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Vincent,12e siecle,44.8353608435, -0.521492703971;
Saint-Aignan,Nouvelle-Aquitaine,Gironde,Eglise Saint-Aignan,12e siecle,44.9435158027, -0.297867532085;
Saint-Andre-de-Cubzac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Andre,12e siecle,44.9922747236, -0.448183897827;
Tayac,Nouvelle-Aquitaine,Gironde,Eglise Notre-Dame,12e siecle,44.9539370273, -0.0106434606276;
Saint-Macaire,Nouvelle-Aquitaine,Gironde,Eglise Saint-Sauveur-et-Saint-Martin,12e siecle,44.5638826658, -0.225643058964;
Begadan,Nouvelle-Aquitaine,Gironde,Eglise Saint-Saturnin,12e siecle,45.3567886982, -0.893289122763;
Saint-Emilion,Nouvelle-Aquitaine,Gironde,Eglise collegiale Saint-Emilion,12e siecle,44.8940182077, -0.156658661432;
Saint-Sulpice-et-Cameyrac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Roch de Saint-Sulpice,12e siecle,44.9101709732, -0.390504472503;
Marcillac,Nouvelle-Aquitaine,Gironde,Eglise Saint-Vincent,12e siecle,45.2686824429, -0.52403586023;
Martres,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,44.7101812346, -0.168791594378;
Saint-Emilion,Nouvelle-Aquitaine,Gironde,Catacombes,12e siecle,44.8930948677, -0.156489216611;
Puisseguin,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.9365509767, -0.0465520140976;
La Reole,Nouvelle-Aquitaine,Gironde,Chateau des Quatre Sos,12e siecle,44.58153038, -0.0435788909645;
Saint-Quentin-de-Baron,Nouvelle-Aquitaine,Gironde,Chateau de Bisqueytan,12e siecle,44.8257133237, -0.288190834252;
Avensan,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,45.0346867309, -0.757352117659;
Lagorce,Nouvelle-Aquitaine,Gironde,Eglise Saint-Pierre,12e siecle,45.0710858562, -0.13808858693;
Castets-en-Dorthe,Nouvelle-Aquitaine,Gironde,Eglise Saint-Romain de Mazerac,12e siecle,44.5578708073, -0.130652013684;
Leognan,Nouvelle-Aquitaine,Gironde,Eglise Saint-Martin,12e siecle,44.7281817629, -0.600588894822;
